                       T      Terr       Tmax       Tmin
Region Device                                           
EoP    ASIC   -29.934050  0.000513 -29.933052 -29.934959
       EoP    -29.926086  0.044240 -29.712610 -29.994461
R0     ABC    -28.802652  0.289214 -28.233559 -29.215878
       AMAC   -26.236804  0.103022 -26.034113 -26.420807
       ASIC    10.271785  0.114268  10.612632   9.995871
       HCC    -29.073515  0.052977 -29.012241 -29.132452
       Sensor -28.937372  0.556291 -25.984257 -29.422192
R1     ABC    -28.108256  0.830802 -26.479177 -29.018644
       AMAC   -27.347711  0.041956 -27.261404 -27.421665
       ASIC    13.871936  0.160177  14.243125  13.393493
       HCC    -28.954969  0.020663 -28.921028 -28.982662
       Sensor -28.428119  1.004733 -24.236174 -29.373554
R2     ABC    -27.784640  1.011331 -26.181007 -28.959339
       AMAC   -26.796636  0.047846 -26.699175 -26.882626
       ASIC    15.443534  0.174583  15.828414  14.933899
       HCC    -28.901938  0.007869 -28.888218 -28.911766
       Sensor -27.943045  1.329369 -23.466354 -29.124640
R3     ABC    -27.868862  1.092697 -25.721945 -29.275768
       AMAC   -27.587226  0.042023 -27.506193 -27.667227
       ASIC    15.313099  0.187701  15.649888  14.762497
       HCC    -29.001433  0.099170 -28.863628 -29.142979
       Sensor -28.096545  1.304525 -23.285858 -29.591242
R4     ABC    -28.717451  0.728630 -27.568632 -29.934164
       AMAC   -28.509876  0.031027 -28.434910 -28.572096
       ASIC    11.344645  0.193244  11.816057  10.923691
       HCC    -29.335223  0.043313 -29.285656 -29.380798
       Sensor -28.771042  0.990310 -24.628326 -30.015194
R5     ABC    -29.027878  0.361002 -28.433456 -29.539103
       AMAC   -28.810594  0.020478 -28.766090 -28.851536
       ASIC    12.208057  0.127853  12.612877  11.939548
       HCC    -29.409258  0.019067 -29.387836 -29.429916
       Sensor -28.876126  0.642760 -26.586351 -29.745380
